app_url,transparency_page,ccn,name
https://apps.para-hcfs.com/PTT/FinalLinks/Rochelle_V3.aspx,https://www.rochellehospital.com/patients-and-visitors/billing-insurance/price-estimator/,141312,ROCHELLE COMMUNITY HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Russell_V3.aspx,https://www.russellcohospital.org/getpage.php?name=patientinfo&sub=Patients%20%26%20Visitors,490002,RUSSELL COUNTY HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Sabetha_V3.aspx,https://www.sabethahospital.com/,171338,SABETHA COMMUNITY HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Salina_V3.aspx,https://www.srhc.com/patients-and-visitors/,170012,SALINA REGIONAL HEALTH CENTER
https://apps.para-hcfs.com/PTT/FinalLinks/SarahBush_V3.aspx,https://www.sarahbush.org/onlinebillpay/,140189,SARAH BUSH LINCOLN HEALTH CENTER
https://apps.para-hcfs.com/PTT/FinalLinks/Seiling_V3.aspx,https://www.seilingmunicipalhospital.org/,370177,SEILING MUNICIPAL HOSPITAL AUTHORITY
https://apps.para-hcfs.com/PTT/FinalLinks/Seneca_V4.aspx,https://senecahospital.org/clinic/,051327,SENECA DISTRICT HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Sheridan_V3.aspx,https://www.sheridanhospital.org/billing-services/patient-cost-estimator/,530006,SHERIDAN MEMORIAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/SierraVista_V3.aspx,https://www.svhnm.org/,321300,SIERRA VISTA HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Skyline_V2.aspx,https://myskylinehealth.org/patients-and-visitors/billing-information/,501315,SKYLINE HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/SonomaValley_V4.aspx,https://www.sonomavalleyhospital.org/,050090,SONOMA VALLEY HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/SouthPeninsula_V2.aspx,https://www.sphosp.org/for-patients/pricing-and-estimates/,020014,SOUTH PENINSULA HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/StDominics.aspx,https://www.stdom.com/patients-and-visitors/patient-guide/pricing,250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/St_Anthony_V3.aspx,https://www.stanthonyhospital.org/patients-visitors/patients/price-list-of-services/,160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME
https://apps.para-hcfs.com/PTT/FinalLinks/Swisher_V3.aspx,https://www.swisherhospital.com/,451349,SWISHER MEMORIAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/TahoeForest_V3.aspx,https://www.tfhd.com/,051328,TAHOE FOREST HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Taylor_V3.aspx,https://www.trhosp.org/,180087,TAYLOR REGIONAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/TriValley_V3.aspx,https://www.trivalleyhealth.com/,281348,TRI VALLEY HEALTH SYSTEM
https://apps.para-hcfs.com/PTT/FinalLinks/Woodlawn_V3.aspx,https://www.woodlawnhospital.com/getpage.php?name=index,150111,WOODLAWN HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Yoakum_V2.aspx,https://www.yoakumhospital.org/about-yoakum-hospital/pricingtransparency/,451346,YOAKUM COMMUNITY HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Quincy_V2.aspx,https://quincyhospital.org/patients/business-office/price-transparency,501320,QUINCY VALLEY HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Cheyenne_V2.aspx,https://www.cheyennecountyhospital.com/patients_visitors/cms_price_transparency.aspx,171310,CHEYENNE COUNTY HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Southern_Coos_V2.aspx,https://southerncoos.org/,381304,SOUTHERN COOS HOSPITAL & HEALTH CENTER
https://apps.para-hcfs.com/PTT/FinalLinks/Piggottcommunity.aspx,https://piggotthealthsystem.com/cost-of-care/,040045,PIGGOTT COMMUNITY HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Kiowa_Memorial_V2.aspx,https://kcmh.net/standard-charges,171332,KIOWA COUNTY MEMORIAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Satanta_V2.aspx,https://www.satantahospital.net/,170139,SATANTA DISTRICT HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/SusanBAllen_V2.aspx,http://www.sbamh.com/patients_info/billing_information,170017,SUSAN B ALLEN MEMORIAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Johnson_V3.aspx,https://www.johnsonmemorial.org/price-estimates,070008,JOHNSON MEMORIAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Sampson_V2.aspx,https://www.sampsonrmc.org/billpay,340024,SAMPSON REGIONAL MEDICAL CENTER
https://apps.para-hcfs.com/PTT/FinalLinks/Bingham_V2.aspx,https://www.binghammemorial.org/bmh-services/e-payments-online-billing,131325,BINGHAM MEMORIAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Perham_V2.aspx,https://www.perhamhealth.org/billing-financial-information/,241373,PERHAM HEALTH
https://apps.para-hcfs.com/PTT/FinalLinks/Osmond_V3.aspx,https://osmondhospital.org/,281347,OSMOND GENERAL HOSPITAL
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Bakersfield_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050455,ADVENTIST HEALTH BAKERSFIELD
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Clear_Lake_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,051317,ADVENTIST HEALTH CLEARLAKE
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Delano_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050608,ADVENTIST HEALTH DELANO
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Glendale_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050239,GLENDALE ADVENTIST MEDICAL CENTER
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Hanford_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050121,ADVENTIST HEALTH HANFORD
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Howard_Memorial_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,051310,ADVENTIST HEALTH HOWARD MEMORIAL
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Lodi_Memorial_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050336,ADVENTIST HEALTH LODI MEMORIAL
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Mendocino_Coast_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,051325,ADVENTIST HEALTH MENDOCINO COAST
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Reedley_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050192,ADVENTIST HEALTH REEDLEY
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Rideout_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050133,ADVENTIST HEALTH AND RIDEOUT
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Simi_Valley_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050236,ADVENTIST HEALTH SIMI VALLEY
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Sonora_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050335,ADVENTIST HEALTH SONORA
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Saint_Helena_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050013,ADVENTIST HEALTH ST HELENA
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Tehachapi_Valley_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,051301,ADVENTIST HEALTH TEHACHAPI VALLEY
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Tulare_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050784,ADVENTIST HEALTH TULARE
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Ukiah_Valley_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050301,ADVENTIST HEALTH UKIAH VALLEY
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_White_Memorial_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,050103,WHITE MEMORIAL MEDICAL CENTER
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Castle_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,120006,ADVENTIST HEALTH CASTLE
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Portland_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,380060,ADVENTIST HEALTH PORTLAND
https://apps.para-hcfs.com/PTT/FinalLinks/Adventist_Tillamook_V3.aspx,https://www.adventisthealth.org/patient-resources/financial-services/healthcare-costs-and-charges/cost-estimator-tool/,381317,ADVENTIST HEALTH TILLAMOOK
